Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_Safe,Sales_per_Visibility,MRP_Tier,Item_Category
FDH41,9.0,Low Fat,0.081996013,Frozen Foods,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1,4301.068,20,0.081996013,52454.599225452585,Very High,Food
FDS28,8.18,Regular,0.082737261,Frozen Foods,57.3588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.5528,15,0.082737261,4152.334702015334,Medium,Food
FDG02,12.15,Low Fat,0.011206632,Canned,191.4188,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,39,0.011206632,356823.9592412779,Very High,Food
FDS40,15.35,Low Fat,0.014047825,Frozen Foods,36.719,OUT045,2002,Small,Tier 2,Supermarket Type1,585.904,22,0.014047825,41707.80886009044,Low,Food
FDD10,20.6,Regular,0.045982389,Snack Foods,177.0344,OUT013,1987,High,Tier 3,Supermarket Type1,535.3032,37,0.045982389,11641.483003416808,Very High,Snacks
DRQ35,9.3,Low Fat,0.042256257,Hard Drinks,124.4388,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9044,37,0.042256257,38098.60395349262,High,Drinks
NCL05,19.6,Low Fat,0.0,Health and Hygiene,42.877,OUT049,1999,Medium,Tier 1,Supermarket Type1,649.155,25,0.001,649155.0,Low,Non-Food
FDJ48,11.3,Low Fat,0.056424146,Baking Goods,247.8118,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.1062,20,0.056424146,39399.90868448412,Very High,Snacks
FDV21,13.15,Low Fat,0.170254469,Snack Foods,124.8704,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.8968,39,0.170254469,12498.331541593778,High,Snacks
FDJ26,15.3,Regular,0.084749164,Canned,215.5218,OUT035,2004,Small,Tier 2,Supermarket Type1,4060.7142,20,0.084749164,47914.504501778916,Very High,Food
NCN05,8.235,Low Fat,0.014541462,Health and Hygiene,184.495,OUT017,2007,Small,Tier 2,Supermarket Type1,3844.995,17,0.014541462,264415.9851327191,Very High,Non-Food
FDK09,15.2,Low Fat,0.091763303,Snack Foods,228.5352,OUT046,1997,Small,Tier 1,Supermarket Type1,1832.2816,27,0.091763303,19967.47654124874,Very High,Snacks
FDM56,13.1,Low Fat,0.069851683,Fruits and Vegetables,110.9912,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944,39,0.069851683,18758.23664835678,High,Food
DRF25,9.0,Low Fat,0.039004193,Soft Drinks,37.019,OUT045,2002,Small,Tier 2,Supermarket Type1,659.142,22,0.039004193,16899.26003596588,Low,Drinks
FDG14,9.0,Regular,0.05060313,Canned,150.9024,OUT045,2002,Small,Tier 2,Supermarket Type1,4402.2696,22,0.05060313,86995.99412131225,Very High,Food
FDZ31,15.35,Regular,0.113195815,Fruits and Vegetables,190.8504,OUT035,2004,Small,Tier 2,Supermarket Type1,3643.2576,20,0.113195815,32185.444311700037,Very High,Food
FDU21,13.15,Regular,0.134327613,Snack Foods,35.0558,OUT019,1985,Small,Tier 1,Grocery Store,33.9558,39,0.134327613,252.78346902509168,Low,Snacks
FDC57,20.1,Regular,0.054584207,Fruits and Vegetables,193.382,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804,20,0.054584207,77821.11774565122,Very High,Food
FDU46,10.3,Regular,0.018623146,Snack Foods,87.854,OUT010,1998,Small,Tier 3,Grocery Store,259.662,26,0.018623146,13942.97182656464,Medium,Snacks
FDU22,12.35,Low Fat,0.093278912,Snack Foods,118.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,2607.2728,20,0.093278912,27951.36375518617,High,Snacks
DRG23,8.88,Low Fat,0.086957199,Hard Drinks,152.5682,OUT045,2002,Small,Tier 2,Supermarket Type1,1372.2138,22,0.086957199,15780.335794854662,Very High,Drinks
FDR23,15.85,Low Fat,0.13689554,Breads,176.437,OUT010,1998,Small,Tier 3,Grocery Store,529.311,26,0.13689554,3866.5321017762885,Very High,Food
FDI14,14.1,Low Fat,0.090043082,Canned,140.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,846.8976,15,0.090043082,9405.471038852269,High,Food
NCN42,20.25,Low Fat,0.014251461,Household,148.6418,OUT045,2002,Small,Tier 2,Supermarket Type1,2648.5524,22,0.014251461,185844.27238723103,High,Non-Food
NCM41,16.5,Low Fat,0.035711426,Health and Hygiene,93.612,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584.604,25,0.035711426,44372.464992016845,Medium,Non-Food
FDT55,13.6,Regular,0.043655155,Fruits and Vegetables,156.7946,OUT046,1997,Small,Tier 1,Supermarket Type1,3629.2758,27,0.043655155,83135.10283035302,Very High,Food
DRY23,11.8,Regular,0.108568067,Soft Drinks,42.9112,OUT027,1985,Medium,Tier 3,Supermarket Type3,809.6128,39,0.108568067,7457.190888366834,Low,Drinks
FDL46,20.35,Low Fat,0.090480214,Snack Foods,119.5466,OUT010,1998,Small,Tier 3,Grocery Store,117.8466,26,0.090480214,1302.4571316774293,High,Snacks
FDQ57,7.275,Low Fat,0.027942357,Snack Foods,145.076,OUT035,2004,Small,Tier 2,Supermarket Type1,1611.236,20,0.027942357,57662.85213520105,High,Snacks
FDQ16,19.7,Low Fat,0.041730507,Frozen Foods,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1,2402.2064,20,0.041730507,57564.75472488269,High,Food
FDZ52,12.85,Low Fat,0.099589909,Frozen Foods,109.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4225.1668,39,0.099589909,42425.65177963964,High,Food
FDL16,12.85,Low Fat,0.294939214,Frozen Foods,47.106,OUT019,1985,Small,Tier 1,Grocery Store,139.818,39,0.294939214,474.05700348818317,Low,Food
NCX18,14.15,Low Fat,0.008829806,Household,196.811,OUT018,2009,Medium,Tier 3,Supermarket Type2,4517.453,15,0.008829806,511614.0717021416,Very High,Non-Food
FDM34,19.0,Low Fat,0.067722325,Snack Foods,130.8626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573.9512,15,0.067722325,23241.245778257024,High,Snacks
FDG60,11.65,Low Fat,0.060405784,Baking Goods,234.5616,OUT027,1985,Medium,Tier 3,Supermarket Type3,6796.4864,39,0.060405784,112513.83476787587,Very High,Snacks
NCA06,20.5,Low Fat,0.0,Household,37.119,OUT018,2009,Medium,Tier 3,Supermarket Type2,842.237,15,0.001,842237.0,Low,Non-Food
DRD12,6.96,Low Fat,0.077193561,Soft Drinks,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1277.0044,27,0.077193561,16542.88756027203,Medium,Drinks
FDP04,15.35,Low Fat,0.013869039,Frozen Foods,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.4176,15,0.013869039,32260.173181429513,Medium,Food
NCH30,17.1,Low Fat,0.067290244,Household,114.586,OUT045,2002,Small,Tier 2,Supermarket Type1,1584.604,22,0.067290244,23548.79260060344,High,Non-Food
FDS04,10.195,Regular,0.146960375,Frozen Foods,142.2838,OUT045,2002,Small,Tier 2,Supermarket Type1,1685.8056,22,0.146960375,11471.15744635246,High,Food
FDQ13,12.15,Low Fat,0.018632082,Canned,82.9908,OUT019,1985,Small,Tier 1,Grocery Store,503.3448,39,0.018632082,27014.951952229494,Medium,Food
FDU59,5.78,Low Fat,0.096536082,Breads,162.8552,OUT049,1999,Medium,Tier 1,Supermarket Type1,3574.0144,25,0.096536082,37022.5756624347,Very High,Food
DRG11,6.385,Low Fat,0.084008316,Hard Drinks,108.2596,OUT045,2002,Small,Tier 2,Supermarket Type1,1186.4556,22,0.084008316,14123.073244320241,High,Drinks
FDA36,11.65,Low Fat,0.005638944,Baking Goods,184.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,3146.5708,39,0.005638944,558007.1020389633,Very High,Snacks
FDA15,9.3,Low Fat,0.01601936,Dairy,248.5092,OUT035,2004,Small,Tier 2,Supermarket Type1,6474.2392,20,0.01601936,404150.92737787275,Very High,Food
FDZ03,13.65,Regular,0.13187274,Dairy,188.024,OUT010,1998,Small,Tier 3,Grocery Store,745.696,26,0.13187274,5654.663731109251,Very High,Food
FDJ16,9.195,Low Fat,0.114863923,Frozen Foods,59.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.5872,20,0.114863923,16137.244415724856,Medium,Food
FDZ12,9.17,Low Fat,0.103138922,Baking Goods,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,3006.087,25,0.103138922,29145.99980015304,High,Snacks
FDH09,12.6,Low Fat,0.056191301,Seafood,53.2982,OUT045,2002,Small,Tier 2,Supermarket Type1,736.3748,22,0.056191301,13104.782891572488,Medium,Food
FDT13,14.85,Low Fat,0.01867669,Canned,188.7214,OUT017,2007,Small,Tier 2,Supermarket Type1,3956.8494,17,0.01867669,211860.31357804837,Very High,Food
FDU20,19.35,Regular,0.021578923,Fruits and Vegetables,120.5098,OUT017,2007,Small,Tier 2,Supermarket Type1,1807.647,17,0.021578923,83769.10191486387,High,Food
DRH25,18.7,Low Fat,0.0,Soft Drinks,52.2324,OUT035,2004,Small,Tier 2,Supermarket Type1,467.3916,20,0.001,467391.6,Medium,Drinks
FDK26,5.46,Regular,0.032242661,Canned,187.624,OUT045,2002,Small,Tier 2,Supermarket Type1,3542.056,22,0.032242661,109856.19332101653,Very High,Food
FDU32,8.785,Low Fat,0.025962714,Fruits and Vegetables,120.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,1949.4624,20,0.025962714,75087.00361603181,High,Food
FDI22,12.6,Low Fat,0.096407554,Snack Foods,210.8612,OUT045,2002,Small,Tier 2,Supermarket Type1,3344.9792,22,0.096407554,34696.23552527845,Very High,Snacks
NCB54,8.76,Low Fat,0.050256604,Health and Hygiene,127.3336,OUT018,2009,Medium,Tier 3,Supermarket Type2,2684.5056,15,0.050256604,53415.97693310116,High,Non-Food
FDX46,12.3,Regular,0.058234621,Snack Foods,58.7562,OUT045,2002,Small,Tier 2,Supermarket Type1,592.562,22,0.058234621,10175.424684226931,Medium,Snacks
NCC07,19.6,Low Fat,0.023931217,Household,103.1964,OUT013,1987,High,Tier 3,Supermarket Type1,736.3748,37,0.023931217,30770.470218877712,High,Non-Food
FDQ34,13.15,Low Fat,0.284065879,Snack Foods,105.5622,OUT019,1985,Small,Tier 1,Grocery Store,211.7244,39,0.284065879,745.3355564749119,High,Snacks
FDM16,8.155,Regular,0.033692089,Frozen Foods,76.2354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279.0018,15,0.033692089,37961.487042254936,Medium,Food
FDJ55,12.35,Regular,0.023417004,Meat,223.8404,OUT027,1985,Medium,Tier 3,Supermarket Type3,7201.2928,39,0.023417004,307524.0880515714,Very High,Food
DRI01,7.97,Low Fat,0.034647829,Soft Drinks,171.2422,OUT017,2007,Small,Tier 2,Supermarket Type1,3103.9596,17,0.034647829,89585.97665671926,Very High,Drinks
FDD50,18.85,Low Fat,0.142219209,Canned,167.6132,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188,15,0.142219209,10701.92142609934,Very High,Food
FDJ08,11.1,Low Fat,0.11089655,Fruits and Vegetables,191.5846,OUT045,2002,Small,Tier 2,Supermarket Type1,2101.9306,22,0.11089655,18953.97647627451,Very High,Food
NCK18,9.6,Low Fat,0.006708517,Household,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,2972.1312,25,0.006708517,443038.48376623326,Very High,Non-Food
FDQ14,9.27,Low Fat,0.103419257,Dairy,148.105,OUT010,1998,Small,Tier 3,Grocery Store,149.805,26,0.103419257,1448.521332927387,High,Food
FDS51,13.35,Low Fat,0.032180494,Meat,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358,27,0.032180494,13468.898271107957,Medium,Food
FDA04,11.3,Regular,0.066717378,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,4920.9278,20,0.066717378,73757.8116454157,Very High,Food
FDP10,19.0,Low Fat,0.128814669,Snack Foods,107.6622,OUT017,2007,Small,Tier 2,Supermarket Type1,1164.4842,17,0.128814669,9039.996834522008,High,Snacks
FDT36,12.3,Low Fat,0.111500259,Baking Goods,35.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,846.8976,22,0.111500259,7595.476527099368,Low,Snacks
FDH38,6.425,Low Fat,0.010497273,Canned,118.3808,OUT017,2007,Small,Tier 2,Supermarket Type1,2812.3392,17,0.010497273,267911.4089916496,High,Food
FDC16,11.5,Regular,0.020653603,Dairy,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54,15,0.020653603,41907.45798687038,Medium,Food
FDF17,5.19,Low Fat,0.042687151,Frozen Foods,195.911,OUT049,1999,Medium,Tier 1,Supermarket Type1,2946.165,25,0.042687151,69017.60672667052,Very High,Food
FDU23,12.15,Low Fat,0.021705417,Breads,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,3137.2496,37,0.021705417,144537.63316318687,Very High,Food
FDB34,15.25,Low Fat,0.026651184,Snack Foods,86.6198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.1762,25,0.026651184,62180.20932953673,Medium,Snacks
FDW26,11.8,Regular,0.106968096,Dairy,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1,3113.2808,37,0.106968096,29104.76035770516,Very High,Food
FDP45,15.7,Regular,0.030686952,Snack Foods,253.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,1510.0344,22,0.030686952,49207.702348542145,Very High,Snacks
FDD38,16.75,Regular,0.008191729,Canned,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.8784,27,0.008191729,198966.3476416273,High,Food
FDM60,10.8,Regular,0.048218142,Baking Goods,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,25,0.048218142,14318.979773214822,Low,Snacks
FDW26,11.8,Regular,0.107036943,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544,20,0.107036943,41551.48563986922,Very High,Food
FDV51,12.35,Low Fat,0.032381325,Meat,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.8786,39,0.032381325,168951.65963715196,Very High,Food
FDT33,7.81,Regular,0.034043503,Snack Foods,168.7158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.8528,25,0.034043503,78542.23462256513,Very High,Snacks
FDQ40,11.1,Regular,0.036027524,Frozen Foods,177.2712,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,27,0.036027524,92697.26112735363,Very High,Food
FDX40,12.85,Low Fat,0.0,Frozen Foods,38.3164,OUT035,2004,Small,Tier 2,Supermarket Type1,502.0132,20,0.001,502013.19999999995,Low,Food
FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.7112,20,0.02498633,121614.94705304861,Very High,Food
DRJ01,6.135,Low Fat,0.115032406,Soft Drinks,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.9888,27,0.115032406,11205.440665128746,Very High,Drinks
FDP11,10.6,Low Fat,0.068765925,Breads,216.9166,OUT027,1985,Medium,Tier 3,Supermarket Type3,4354.332,39,0.068765925,63321.070719255214,Very High,Food
NCN43,14.5,Low Fat,0.006727008,Others,125.173,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.498,39,0.006727008,476065.7338299583,High,Non-Food
FDA15,9.3,Low Fat,0.016087659,Dairy,249.6092,OUT018,2009,Medium,Tier 3,Supermarket Type2,5976.2208,15,0.016087659,371478.58492027957,Very High,Food
FDO04,16.6,Low Fat,0.0,Frozen Foods,54.6614,OUT017,2007,Small,Tier 2,Supermarket Type1,884.1824,17,0.001,884182.4,Medium,Food
NCF43,8.51,Low Fat,0.051936086,Household,142.947,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.087,20,0.051936086,57880.50720649223,High,Non-Food
NCI17,8.645,Low Fat,0.1442339,Health and Hygiene,95.441,OUT017,2007,Small,Tier 2,Supermarket Type1,3282.394,17,0.1442339,22757.43774521801,Medium,Non-Food
FDY47,8.6,Regular,0.05443912,Breads,128.831,OUT013,1987,High,Tier 3,Supermarket Type1,1038.648,37,0.05443912,19079.074018830575,High,Food
FDF20,13.1,Low Fat,0.033059299,Fruits and Vegetables,196.4768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6306.4576,39,0.033059299,190761.98802642486,Very High,Food
NCS53,14.5,Low Fat,0.089778187,Health and Hygiene,158.4604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268,27,0.089778187,30005.35976517325,Very High,Non-Food
FDK38,6.65,Low Fat,0.053372768,Canned,149.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,25,0.053372768,47290.92933684833,High,Food
FDW43,20.1,Regular,0.022406575,Fruits and Vegetables,225.9036,OUT013,1987,High,Tier 3,Supermarket Type1,3643.2576,37,0.022406575,162597.70179065742,Very High,Food
FDV57,15.25,Regular,0.065896556,Snack Foods,179.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,27,0.065896556,21824.02370163321,Very High,Snacks
FDX26,17.7,Low Fat,0.088305201,Dairy,182.3292,OUT017,2007,Small,Tier 2,Supermarket Type1,4195.8716,17,0.088305201,47515.56592912348,Very High,Food
FDR04,7.075,Low Fat,0.022566975,Frozen Foods,97.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.6884,27,0.022566975,55997.2437599634,Medium,Food
FDP19,11.5,Low Fat,0.0,Fruits and Vegetables,129.3652,OUT013,1987,High,Tier 3,Supermarket Type1,2066.6432,37,0.001,2066643.2,High,Food
FDT07,5.82,Regular,0.077756427,Fruits and Vegetables,254.533,OUT017,2007,Small,Tier 2,Supermarket Type1,1281.665,17,0.077756427,16483.074768854796,Very High,Food
DRB24,8.785,Low Fat,0.020609218,Soft Drinks,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.1056,25,0.020609218,194869.38320512694,Very High,Drinks
FDB36,5.465,Regular,0.0,Baking Goods,129.1626,OUT046,1997,Small,Tier 1,Supermarket Type1,3672.5528,27,0.001,3672552.8,High,Snacks
NCE07,13.15,Low Fat,0.013066448,Household,140.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.231,39,0.013066448,162801.01524147956,High,Non-Food
FDI16,12.85,Regular,0.135118202,Frozen Foods,52.564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2290.352,39,0.135118202,16950.72881446424,Medium,Food
FDP45,15.7,Regular,0.030624844,Snack Foods,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1,1258.362,27,0.030624844,41089.58073386431,Very High,Snacks
NCC43,7.39,Low Fat,0.092705683,Household,251.9066,OUT013,1987,High,Tier 3,Supermarket Type1,4267.1122,37,0.092705683,46028.59352214685,Very High,Non-Food
FDQ23,10.6,Low Fat,0.042941559,Breads,102.9332,OUT019,1985,Small,Tier 1,Grocery Store,102.5332,39,0.042941559,2387.738181559733,High,Food
FDW24,6.8,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204,20,0.03748996,7778.626597627738,Low,Snacks
FDW09,13.15,Regular,0.025795293,Snack Foods,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2139.2154,39,0.025795293,82930.45556799839,Medium,Snacks
FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,20,0.046115083,33409.05187138013,High,Snacks
FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,20,0.053170949,32431.657369891967,Low,Food
FDV16,7.75,Regular,0.082915017,Frozen Foods,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602,20,0.082915017,7780.981339001596,Low,Food
FDF12,11.65,Low Fat,0.082028694,Baking Goods,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052,39,0.082028694,48651.33169132255,High,Snacks
FDN21,18.6,Low Fat,0.076975118,Snack Foods,161.8236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.236,25,0.076975118,20931.906853328892,Very High,Snacks
DRC25,5.73,Low Fat,0.045371855,Soft Drinks,86.0882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466,27,0.045371855,24608.793270629994,Medium,Drinks
NCP18,12.15,Low Fat,0.028642712,Household,149.0708,OUT049,1999,Medium,Tier 1,Supermarket Type1,1203.7664,25,0.028642712,42026.97007182839,High,Non-Food
FDW60,5.44,Regular,0.017047751,Baking Goods,174.637,OUT013,1987,High,Tier 3,Supermarket Type1,2999.429,37,0.017047751,175942.79738130854,Very High,Snacks
FDY04,17.7,Regular,0.042562588,Frozen Foods,165.021,OUT045,2002,Small,Tier 2,Supermarket Type1,3425.541,22,0.042562588,80482.44152822663,Very High,Food
NCJ31,14.5,Low Fat,0.181769264,Others,240.6196,OUT027,1985,Medium,Tier 3,Supermarket Type3,4579.3724,39,0.181769264,25193.326414085055,Very High,Non-Food
DRN47,12.1,Low Fat,0.016812745,Hard Drinks,180.666,OUT013,1987,High,Tier 3,Supermarket Type1,4134.618,37,0.016812745,245921.65050977698,Very High,Drinks
FDU13,8.355,Low Fat,0.0,Canned,145.6418,OUT013,1987,High,Tier 3,Supermarket Type1,3384.2614,37,0.001,3384261.4,High,Food
FDT39,6.26,Regular,0.016516867,Meat,151.1366,OUT010,1998,Small,Tier 3,Grocery Store,453.4098,26,0.016516867,27451.319914363903,Very High,Food
NCQ18,15.75,Low Fat,0.134960397,Household,101.37,OUT013,1987,High,Tier 3,Supermarket Type1,2097.27,37,0.134960397,15539.892046998053,High,Non-Food
FDV25,5.905,Low Fat,0.045614252,Canned,221.5456,OUT013,1987,High,Tier 3,Supermarket Type1,6852.4136,37,0.045614252,150225.27608257174,Very High,Food
NCE30,16.0,Low Fat,0.099136036,Household,210.3902,OUT046,1997,Small,Tier 1,Supermarket Type1,1486.7314,27,0.099136036,14996.881658653367,Very High,Non-Food
NCN42,20.25,Low Fat,0.014222617,Household,148.9418,OUT046,1997,Small,Tier 1,Supermarket Type1,3531.4032,27,0.014222617,248294.89537684942,High,Non-Food
FDW25,5.175,Low Fat,0.037457098,Canned,83.4224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1448.7808,25,0.037457098,38678.4048246343,Medium,Food
FDS49,9.0,Low Fat,0.079279489,Canned,77.2644,OUT013,1987,High,Tier 3,Supermarket Type1,1335.5948,37,0.079279489,16846.662571197958,Medium,Food
FDN34,15.6,Regular,0.045835395,Snack Foods,168.2132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2367.5848,25,0.045835395,51654.07214228218,Very High,Snacks
FDS45,5.175,Regular,0.029616108,Snack Foods,107.7622,OUT018,2009,Medium,Tier 3,Supermarket Type2,2011.3818,15,0.029616108,67915.12915876726,High,Snacks
NCL53,12.15,Low Fat,0.0,Health and Hygiene,175.4028,OUT027,1985,Medium,Tier 3,Supermarket Type3,6729.9064,39,0.001,6729906.399999999,Very High,Non-Food
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452,25,0.0576269,32280.848006746848,Medium,Food
NCX06,17.6,Low Fat,0.015687045,Household,182.6976,OUT046,1997,Small,Tier 1,Supermarket Type1,3440.8544,27,0.015687045,219343.69411192485,Very High,Non-Food
NCY17,18.2,Low Fat,0.162960415,Health and Hygiene,43.5086,OUT013,1987,High,Tier 3,Supermarket Type1,1070.6064,37,0.162960415,6569.732901085211,Low,Non-Food
NCO18,13.15,Low Fat,0.024651269,Household,179.5686,OUT046,1997,Small,Tier 1,Supermarket Type1,1422.1488,27,0.024651269,57690.6933269845,Very High,Non-Food
FDY47,8.6,Regular,0.091195818,Breads,130.231,OUT010,1998,Small,Tier 3,Grocery Store,129.831,26,0.091195818,1423.6508081982442,High,Food
FDF57,13.1,Regular,0.058542509,Fruits and Vegetables,168.6448,OUT027,1985,Medium,Tier 3,Supermarket Type3,3408.896,39,0.058542509,58229.41411684286,Very High,Food
FDS26,20.35,Low Fat,0.089608321,Dairy,262.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3139.9128,25,0.089608321,35040.41549891332,Very High,Food
